worker_id,date,hours_worked,consecutive_work_days,total_distance_km,avg_speed_kmh,break_minutes,late_night_hours,fatigue_score,is_fatigued
W00076,2026-01-17,8.1,3,186.5,39.0,85,1.0,0.36,False
W00076,2026-01-18,9.4,9,34.5,35.8,57,3.5,0.615,False
W00076,2026-01-19,14.6,10,76.7,38.4,13,4.5,0.813,True
W00076,2026-01-20,6.0,14,20.3,10.2,7,2.0,0.688,True
W00076,2026-01-21,9.0,6,85.8,16.7,7,3.2,0.496,False
W00076,2026-01-24,13.5,5,19.1,30.0,104,0.7,0.6,False
W00076,2026-01-25,5.6,5,182.3,17.7,54,0.2,0.354,False
W00076,2026-01-26,2.8,3,59.6,33.8,40,0.0,0.195,False
W00076,2026-01-27,4.7,4,72.5,25.7,101,1.5,0.29,False
W00076,2026-01-29,10.9,3,78.7,30.1,95,0.2,0.448,False
W00076,2026-01-30,15.6,9,129.1,27.2,119,4.7,0.809,True
W00076,2026-01-31,7.0,4,101.0,38.3,90,2.1,0.362,False
W00076,2026-02-02,2.8,5,157.5,22.3,64,0.4,0.266,False
W00076,2026-02-04,5.4,9,71.3,17.8,103,1.5,0.49,False
W00076,2026-02-06,14.7,14,198.1,42.6,45,2.5,0.959,True
W00076,2026-02-07,7.9,5,125.7,36.8,39,2.5,0.425,False
W00076,2026-02-08,15.6,6,30.0,17.9,17,5.5,0.702,True
W00076,2026-02-11,2.9,1,137.6,21.3,92,0.4,0.126,False
W00076,2026-02-12,3.0,13,87.8,49.3,86,0.4,0.558,False
W00076,2026-02-13,5.0,7,17.0,23.7,13,0.7,0.406,False
W00076,2026-02-15,2.8,8,193.9,19.5,73,0.5,0.373,False
W00076,2026-02-16,10.6,6,135.3,38.6,50,3.7,0.546,False
W00076,2026-02-17,13.4,9,91.5,42.6,57,5.2,0.74,True
W00076,2026-02-21,15.3,3,113.6,32.8,70,1.8,0.585,False
W00076,2026-02-22,9.0,3,16.1,10.7,4,3.6,0.388,False
W00076,2026-02-23,12.0,14,75.3,39.6,0,1.3,0.875,True
W00076,2026-02-25,3.3,11,64.8,41.7,16,0.7,0.496,False
W00076,2026-02-26,8.3,13,50.3,27.8,72,1.1,0.724,True
W00076,2026-02-27,10.6,7,166.6,15.2,23,1.5,0.581,False
W00076,2026-03-02,6.7,8,187.8,21.3,9,0.8,0.495,False
W00076,2026-03-03,3.9,4,151.1,47.5,107,0.5,0.265,False
W00076,2026-03-05,3.0,9,129.3,18.7,26,0.1,0.415,False
W00076,2026-03-09,4.9,13,19.5,23.7,110,0.6,0.617,False
W00076,2026-03-10,8.2,2,95.0,27.0,48,0.9,0.328,False
W00076,2026-03-12,4.2,4,181.7,42.6,109,0.5,0.274,False
W00076,2026-03-14,9.8,4,95.4,33.7,9,2.9,0.449,False
W00076,2026-03-16,9.7,12,197.6,47.5,32,1.9,0.732,True
W00076,2026-03-17,6.4,12,106.9,27.9,15,2.3,0.629,False
W00076,2026-03-18,13.1,7,178.3,49.8,37,5.1,0.659,True
W00076,2026-03-19,6.6,13,81.5,26.9,25,1.8,0.671,True
W00076,2026-03-21,9.7,14,90.4,30.7,57,3.4,0.803,True
W00076,2026-03-24,10.0,7,57.8,15.7,111,0.4,0.562,False
W00076,2026-03-29,10.0,5,180.1,27.9,85,2.5,0.491,False
W00076,2026-03-30,8.0,14,24.0,49.3,15,0.9,0.75,True
W00076,2026-03-31,11.7,12,32.6,32.0,2,2.1,0.794,True
W00077,2026-01-01,8.2,3,121.1,12.2,21,2.5,0.363,False
W00077,2026-01-02,4.2,8,148.7,46.8,61,0.7,0.417,False
W00077,2026-01-03,7.1,8,171.7,10.5,72,1.3,0.508,False
W00077,2026-01-04,12.1,9,139.8,11.4,44,4.6,0.7,True
W00077,2026-01-05,14.6,1,83.7,36.8,12,2.0,0.492,False
W00077,2026-01-06,8.8,11,20.7,45.7,68,0.4,0.668,True
W00077,2026-01-07,13.8,9,157.8,25.9,19,2.6,0.753,True
W00077,2026-01-08,13.2,9,53.2,49.8,42,3.6,0.734,True
W00077,2026-01-13,6.0,7,138.8,26.2,107,0.4,0.438,False
W00077,2026-01-14,4.6,11,63.0,33.3,84,1.4,0.537,False
W00077,2026-01-15,10.5,14,109.4,20.6,56,1.0,0.828,True
W00077,2026-01-16,4.9,10,175.0,12.6,26,1.9,0.51,False
W00077,2026-01-17,8.4,8,174.4,28.0,22,1.2,0.548,False
W00077,2026-01-18,11.1,12,94.9,10.9,103,2.0,0.775,True
W00077,2026-01-20,12.7,11,92.0,18.9,20,4.6,0.79,True
W00077,2026-01-21,5.2,4,164.1,26.2,115,0.2,0.305,False
W00077,2026-01-22,11.8,11,75.4,49.3,66,3.7,0.762,True
W00077,2026-01-23,15.6,5,78.8,31.0,74,2.7,0.666,True
W00077,2026-01-24,3.7,14,132.4,44.8,55,0.8,0.616,False
W00077,2026-01-25,5.8,1,164.4,46.0,19,1.2,0.217,False
W00077,2026-01-26,6.7,12,180.8,16.4,114,0.9,0.638,False
W00077,2026-01-27,4.4,8,37.0,36.4,53,1.6,0.423,False
W00077,2026-01-28,3.7,4,70.1,12.9,33,1.2,0.258,False
W00077,2026-01-29,6.9,6,57.3,48.4,118,0.1,0.43,False
W00077,2026-01-30,13.5,2,181.4,18.6,100,1.7,0.493,False
W00077,2026-01-31,13.2,14,86.7,34.2,26,2.5,0.912,True
W00077,2026-02-01,10.9,3,171.3,47.0,110,3.9,0.448,False
W00077,2026-02-04,8.3,14,91.4,47.9,11,3.1,0.759,True
W00077,2026-02-07,15.5,6,62.6,27.4,46,3.1,0.699,True
W00077,2026-02-09,3.3,11,89.1,19.6,88,0.9,0.496,False
W00077,2026-02-10,11.6,13,52.1,34.8,75,1.9,0.827,True
W00077,2026-02-11,14.2,12,181.5,33.0,2,4.8,0.872,True
W00077,2026-02-12,7.7,2,117.5,37.5,91,2.3,0.312,False
W00077,2026-02-15,4.0,10,35.5,34.4,7,1.4,0.482,False
W00077,2026-02-16,3.7,6,34.5,34.1,16,1.4,0.33,False
W00077,2026-02-17,11.3,3,47.8,12.3,36,1.5,0.46,False
W00077,2026-02-22,10.3,11,91.9,14.5,51,3.7,0.715,True
W00077,2026-02-23,3.3,10,112.3,29.7,27,0.3,0.46,False
W00077,2026-02-24,11.6,8,91.5,10.7,81,3.7,0.648,False
W00077,2026-02-25,2.2,10,167.0,27.2,21,0.8,0.426,False
W00077,2026-02-27,11.9,5,143.5,34.0,13,0.8,0.55,False
W00077,2026-02-28,9.2,6,33.5,20.8,23,2.4,0.502,False
W00077,2026-03-01,12.3,4,152.0,38.2,84,3.0,0.527,False
W00077,2026-03-03,6.4,5,130.8,10.5,109,0.3,0.379,False
W00077,2026-03-04,7.0,12,71.6,22.9,77,0.7,0.647,False
W00077,2026-03-05,11.6,9,186.0,16.3,69,1.0,0.684,True
W00077,2026-03-06,9.6,12,192.7,30.0,29,1.0,0.729,True
W00077,2026-03-07,11.1,4,78.3,42.1,89,4.3,0.49,False
W00077,2026-03-08,9.9,6,195.5,24.4,75,0.5,0.524,False
W00077,2026-03-09,9.7,14,79.0,22.3,110,1.1,0.803,True
W00077,2026-03-10,8.0,11,83.8,11.9,102,0.5,0.643,False
W00077,2026-03-12,12.7,5,140.6,13.3,70,2.1,0.575,False
W00077,2026-03-13,12.7,10,115.7,26.3,19,0.5,0.754,True
W00077,2026-03-15,7.4,3,81.1,41.3,66,0.5,0.338,False
W00077,2026-03-17,5.9,8,101.2,25.8,33,0.0,0.47,False
W00077,2026-03-18,13.6,4,171.1,44.5,73,0.2,0.568,False
W00077,2026-03-21,6.8,8,67.1,18.8,25,2.3,0.498,False
W00077,2026-03-22,5.3,13,160.3,41.4,64,1.4,0.63,False
W00077,2026-03-23,12.1,10,24.6,23.1,93,4.0,0.735,True
W00077,2026-03-24,2.7,13,193.3,24.8,112,0.8,0.549,False
W00077,2026-03-25,12.5,2,60.1,40.3,25,0.7,0.462,False
W00077,2026-03-27,6.4,8,111.2,36.0,97,0.8,0.486,False
W00077,2026-03-29,10.8,14,152.9,17.7,87,0.2,0.838,True
W00077,2026-03-31,15.9,1,72.1,17.8,95,6.0,0.533,False
W00078,2026-01-01,8.3,8,84.9,44.5,101,0.5,0.545,False
W00078,2026-01-02,12.7,8,152.5,17.0,36,4.8,0.683,True
W00078,2026-01-03,14.8,12,26.9,22.4,6,4.6,0.891,True
W00078,2026-01-04,6.7,6,178.5,30.1,114,2.5,0.424,False
W00078,2026-01-07,11.6,4,91.1,22.6,28,2.5,0.505,False
W00078,2026-01-08,3.8,6,148.1,13.9,104,0.0,0.333,False
W00078,2026-01-11,7.6,2,192.9,15.0,36,2.1,0.309,False
W00078,2026-01-12,5.3,8,147.4,19.0,18,2.1,0.451,False
W00078,2026-01-13,11.7,5,74.8,16.5,34,3.4,0.544,False
W00078,2026-01-14,7.9,1,120.9,22.9,38,1.0,0.283,False
W00078,2026-01-15,11.9,1,120.3,17.7,74,1.8,0.408,False
W00078,2026-01-16,10.9,14,198.5,36.1,20,3.8,0.841,True
W00078,2026-01-18,9.7,8,36.3,28.5,98,1.7,0.589,False
W00078,2026-01-19,6.8,13,21.7,13.3,116,0.5,0.677,True
W00078,2026-01-20,15.8,10,148.2,11.0,38,1.1,0.851,True
W00078,2026-01-23,13.5,1,110.2,17.9,25,1.1,0.458,False
W00078,2026-01-24,5.2,12,11.7,48.8,47,0.6,0.591,False
W00078,2026-01-25,2.6,14,40.4,20.9,66,0.1,0.581,False
W00078,2026-01-26,6.6,8,97.1,10.9,63,1.4,0.492,False
W00078,2026-01-27,5.3,9,188.7,37.7,115,0.6,0.487,False
W00078,2026-01-29,3.7,4,72.7,38.1,3,1.4,0.258,False
W00078,2026-01-30,3.3,14,162.5,29.2,37,0.7,0.603,False
W00078,2026-01-31,4.2,12,124.6,34.8,83,0.5,0.56,False
W00078,2026-02-01,6.9,1,90.6,41.0,72,0.3,0.251,False
W00078,2026-02-02,4.5,14,116.2,13.0,28,1.5,0.641,False
W00078,2026-02-03,7.1,7,147.8,14.5,48,1.8,0.472,False
W00078,2026-02-04,6.4,9,95.6,23.2,94,0.9,0.521,False
W00078,2026-02-05,9.1,8,80.9,37.1,11,0.6,0.57,False
W00078,2026-02-06,2.6,13,17.6,44.0,78,0.1,0.546,False
W00078,2026-02-07,4.6,2,132.0,40.8,72,0.6,0.215,False
W00078,2026-02-08,6.8,7,116.3,25.3,106,1.3,0.463,False
W00078,2026-02-09,13.4,10,49.4,16.4,89,1.7,0.776,True
W00078,2026-02-10,3.1,8,10.2,19.3,70,0.6,0.383,False
W00078,2026-02-11,10.7,3,180.3,49.3,24,3.7,0.442,False
W00078,2026-02-14,5.0,3,63.9,20.0,110,0.3,0.263,False
W00078,2026-02-16,4.6,3,163.2,35.3,64,0.7,0.251,False
W00078,2026-02-18,14.0,2,142.0,30.2,55,0.5,0.509,False
W00078,2026-02-21,13.3,14,93.8,48.7,41,0.9,0.916,True
W00078,2026-02-22,5.4,5,181.0,31.4,76,1.1,0.347,False
W00078,2026-02-23,8.3,7,91.4,19.0,105,2.3,0.509,False
W00078,2026-02-24,9.2,3,168.8,28.1,14,0.2,0.395,False
W00078,2026-02-26,7.8,14,27.7,39.2,56,1.9,0.744,True
W00078,2026-02-27,9.7,11,16.3,14.2,48,3.5,0.696,True
W00078,2026-03-01,11.8,1,167.7,16.1,119,3.1,0.404,False
W00078,2026-03-02,6.8,5,195.2,41.4,74,1.1,0.391,False
W00078,2026-03-03,2.3,6,58.3,42.1,40,0.6,0.286,False
W00078,2026-03-04,3.8,8,170.4,48.7,10,0.7,0.404,False
W00078,2026-03-05,6.0,5,47.2,35.1,91,2.3,0.366,False
W00078,2026-03-06,5.0,4,22.0,47.8,107,1.3,0.299,False
W00078,2026-03-08,9.1,8,121.5,41.3,76,1.2,0.57,False
W00078,2026-03-10,2.4,10,53.5,47.2,85,0.2,0.432,False
W00078,2026-03-13,5.6,6,25.1,12.7,45,1.9,0.389,False
W00078,2026-03-14,10.4,10,29.7,11.9,44,4.1,0.682,True
W00078,2026-03-16,11.4,14,99.2,18.7,107,2.5,0.856,True
W00078,2026-03-17,12.5,14,37.5,35.7,29,1.8,0.891,True
W00078,2026-03-18,5.5,8,181.7,46.9,48,1.3,0.458,False
W00078,2026-03-19,3.5,10,178.6,12.6,15,0.9,0.467,False
W00078,2026-03-20,15.1,2,168.2,42.6,90,1.3,0.543,False
W00078,2026-03-22,3.3,2,106.3,22.6,111,0.4,0.175,False
W00078,2026-03-24,9.4,7,157.2,24.2,76,1.8,0.544,False
W00078,2026-03-25,9.5,12,144.1,30.0,46,0.5,0.725,True
W00078,2026-03-26,3.7,2,11.9,45.4,109,0.3,0.187,False
W00078,2026-03-27,8.8,13,47.3,29.6,29,1.3,0.739,True
W00078,2026-03-29,12.8,7,31.7,36.3,12,3.1,0.65,False
W00078,2026-03-30,4.0,7,144.3,25.2,81,0.7,0.375,False
W00078,2026-03-31,10.1,9,93.6,19.3,16,2.6,0.637,False
W00079,2026-01-01,4.3,3,91.0,20.2,67,1.1,0.242,False
W00079,2026-01-02,3.2,2,96.2,32.1,84,0.1,0.171,False
W00079,2026-01-03,11.9,3,155.3,28.1,86,3.2,0.479,False
W00079,2026-01-04,11.9,2,184.9,42.6,78,4.4,0.443,False
W00079,2026-01-05,5.2,6,157.4,34.2,43,1.2,0.377,False
W00079,2026-01-06,13.9,10,169.7,43.4,78,2.0,0.792,True
W00079,2026-01-08,6.8,5,28.5,23.5,7,2.4,0.391,False
W00079,2026-01-10,3.7,1,92.2,15.3,59,0.1,0.151,False
W00079,2026-01-11,6.2,7,94.6,29.2,13,0.8,0.444,False
W00079,2026-01-12,3.7,7,184.5,16.3,62,0.1,0.366,False
W00079,2026-01-13,3.2,1,158.5,25.9,39,0.4,0.136,False
W00079,2026-01-17,13.5,9,59.8,27.5,72,4.6,0.743,True
W00079,2026-01-18,9.6,4,185.6,43.3,51,3.4,0.443,False
W00079,2026-01-19,2.7,9,84.6,37.3,44,1.0,0.406,False
W00079,2026-01-20,4.4,12,117.6,14.9,106,0.1,0.566,False
W00079,2026-01-21,15.3,8,167.6,35.4,22,2.1,0.764,True
W00079,2026-01-22,14.3,8,183.0,42.0,84,3.4,0.733,True
W00079,2026-01-23,14.3,9,158.2,24.2,52,2.7,0.768,True
W00079,2026-01-24,7.6,10,163.8,43.6,84,0.3,0.595,False
W00079,2026-01-25,12.6,13,155.7,28.0,91,2.0,0.858,True
W00079,2026-01-27,14.7,11,75.8,21.7,19,0.7,0.852,True
W00079,2026-01-28,14.3,11,186.2,40.1,49,0.9,0.84,True
W00079,2026-01-30,14.4,7,177.9,48.4,28,1.7,0.7,True
W00079,2026-01-31,9.0,9,123.1,43.9,108,0.3,0.603,False
W00079,2026-02-01,15.8,6,42.0,29.1,98,0.7,0.708,True
W00079,2026-02-02,13.9,3,127.0,15.6,41,2.4,0.542,False
W00079,2026-02-03,3.5,7,136.3,45.8,115,0.8,0.359,False
W00079,2026-02-05,4.2,3,128.5,14.6,56,1.4,0.238,False
W00079,2026-02-06,3.0,14,57.9,14.8,93,0.4,0.594,False
W00079,2026-02-07,15.5,4,72.2,28.4,28,4.5,0.627,False
W00079,2026-02-08,15.7,1,88.1,26.1,37,2.6,0.526,False
W00079,2026-02-09,3.7,12,163.7,25.0,26,1.2,0.544,False
W00079,2026-02-10,13.1,1,185.5,33.6,5,0.3,0.445,False
W00079,2026-02-11,5.3,2,33.8,35.9,30,0.8,0.237,False
W00079,2026-02-13,4.4,4,16.9,37.3,82,1.1,0.28,False
W00079,2026-02-14,12.4,11,145.6,20.7,72,2.5,0.78,True
W00079,2026-02-15,12.0,1,78.0,22.7,60,1.2,0.411,False
W00079,2026-02-16,8.3,10,64.6,24.1,23,1.0,0.617,False
W00079,2026-02-19,10.1,1,187.0,12.1,64,1.4,0.351,False
W00079,2026-02-20,7.6,11,152.7,29.5,3,0.1,0.63,False
W00079,2026-02-21,11.2,1,77.9,31.1,69,0.1,0.386,False
W00079,2026-02-22,5.0,2,96.1,31.4,100,0.7,0.228,False
W00079,2026-02-24,4.7,11,125.3,35.5,28,0.8,0.54,False
W00079,2026-02-25,9.6,11,137.3,28.8,56,0.4,0.693,True
W00079,2026-02-26,6.9,3,139.0,33.9,72,2.2,0.323,False
W00079,2026-02-27,4.3,13,143.4,28.6,108,1.6,0.599,False
W00079,2026-02-28,9.8,13,186.5,26.7,46,1.4,0.771,True
W00079,2026-03-02,4.6,10,159.7,15.6,84,1.4,0.501,False
W00079,2026-03-04,7.7,4,153.6,10.7,34,2.9,0.383,False
W00079,2026-03-05,14.2,1,182.2,10.5,76,1.9,0.479,False
W00079,2026-03-06,3.6,3,109.4,11.2,56,0.7,0.22,False
W00079,2026-03-07,10.8,5,136.7,37.4,29,2.9,0.516,False
W00079,2026-03-08,11.5,10,45.3,18.5,104,4.2,0.717,True
W00079,2026-03-10,13.7,8,26.3,28.5,88,0.6,0.714,True
W00079,2026-03-11,12.1,8,10.6,46.0,8,2.5,0.664,True
W00079,2026-03-12,4.2,10,60.9,38.5,6,1.0,0.488,False
W00079,2026-03-13,4.0,8,54.2,22.6,20,0.4,0.411,False
W00079,2026-03-14,9.9,1,174.4,21.9,89,3.3,0.345,False
W00079,2026-03-15,8.3,7,95.3,47.7,76,0.3,0.509,False
W00079,2026-03-16,12.7,9,15.8,18.1,80,3.8,0.718,True
W00079,2026-03-17,7.5,13,193.7,28.0,97,0.9,0.699,True
W00079,2026-03-18,10.4,9,178.4,21.6,16,2.6,0.646,False
W00079,2026-03-19,4.6,3,190.5,44.3,93,1.5,0.251,False
W00079,2026-03-20,14.1,8,185.5,29.7,9,3.4,0.726,True
W00079,2026-03-21,7.4,5,29.2,43.2,87,0.3,0.41,False
W00079,2026-03-22,6.9,1,164.3,41.3,70,2.1,0.251,False
W00079,2026-03-23,4.1,8,188.3,28.1,4,0.5,0.414,False
W00079,2026-03-24,11.8,10,40.8,40.3,16,0.6,0.726,True
W00079,2026-03-25,14.8,12,94.3,33.4,54,5.4,0.891,True
W00079,2026-03-26,11.5,12,141.4,35.0,18,2.9,0.788,True
W00079,2026-03-28,12.9,8,123.8,36.7,81,1.0,0.689,True
W00079,2026-03-29,15.8,2,39.0,23.8,35,2.1,0.565,False
W00079,2026-03-30,8.0,3,21.8,26.4,30,2.4,0.357,False
W00080,2026-01-01,5.9,8,79.8,26.8,114,1.1,0.47,False
W00080,2026-01-02,15.6,8,139.2,29.2,50,5.8,0.773,True
W00080,2026-01-04,10.7,9,22.5,31.2,13,0.4,0.656,True
W00080,2026-01-06,7.3,1,44.7,46.6,97,1.8,0.264,False
W00080,2026-01-07,5.4,1,65.9,11.7,60,2.0,0.204,False
W00080,2026-01-08,2.2,13,16.1,19.4,80,0.0,0.533,False
W00080,2026-01-09,13.4,3,137.6,26.8,45,4.2,0.526,False
W00080,2026-01-11,13.2,8,140.8,32.2,56,0.7,0.698,True
W00080,2026-01-12,10.3,3,128.2,16.0,69,3.7,0.429,False
W00080,2026-01-13,11.3,13,110.6,23.1,109,0.0,0.817,True
W00080,2026-01-14,12.3,8,177.1,13.0,75,2.4,0.67,True
W00080,2026-01-15,8.9,13,142.4,12.3,66,2.9,0.742,True
W00080,2026-01-18,15.9,7,140.1,44.6,94,2.0,0.747,True
W00080,2026-01-20,15.4,4,144.0,26.0,55,4.8,0.624,False
W00080,2026-01-22,12.0,11,20.9,32.5,40,3.9,0.768,True
W00080,2026-01-23,2.6,7,158.3,18.2,74,0.1,0.331,False
W00080,2026-01-25,10.4,10,79.6,44.4,6,1.8,0.682,True
W00080,2026-01-27,14.3,1,154.7,18.3,45,1.4,0.483,False
W00080,2026-01-29,3.1,5,79.5,34.6,110,0.7,0.275,False
W00080,2026-01-30,8.8,1,121.3,21.0,56,0.8,0.311,False
W00080,2026-01-31,8.7,12,57.8,26.7,2,3.2,0.7,True
W00080,2026-02-02,3.3,5,34.4,45.7,108,0.6,0.282,False
W00080,2026-02-03,15.3,11,34.9,14.5,47,0.4,0.871,True
W00080,2026-02-04,8.1,9,40.4,44.7,33,0.1,0.575,False
W00080,2026-02-05,10.2,3,100.8,35.0,82,0.6,0.426,False
W00080,2026-02-06,5.9,8,129.6,21.4,106,2.0,0.47,False
W00080,2026-02-07,3.6,1,51.2,10.6,46,0.4,0.148,False
W00080,2026-02-09,11.3,3,94.0,11.9,52,0.3,0.46,False
W00080,2026-02-10,15.1,3,118.0,14.3,48,2.6,0.579,False
W00080,2026-02-12,3.3,13,55.2,46.2,81,0.9,0.567,False
W00080,2026-02-13,12.9,10,76.3,45.7,36,3.9,0.76,True
W00080,2026-02-14,3.4,10,139.0,19.5,25,0.6,0.463,False
W00080,2026-02-16,8.4,9,121.5,24.4,27,1.6,0.584,False
W00080,2026-02-20,15.9,8,31.0,18.4,28,0.9,0.783,True
W00080,2026-02-21,14.6,10,123.6,38.4,37,4.4,0.813,True
W00080,2026-02-22,14.9,5,129.6,19.1,63,2.1,0.644,False
W00080,2026-02-26,3.0,4,82.3,32.3,104,0.4,0.237,False
W00080,2026-02-27,11.7,1,73.5,27.0,109,2.0,0.401,False
W00080,2026-02-28,4.7,8,172.3,47.4,0,1.1,0.433,False
W00080,2026-03-02,11.6,5,188.5,27.3,11,0.2,0.541,False
W00080,2026-03-04,4.5,1,191.6,42.4,90,1.4,0.176,False
W00080,2026-03-05,2.3,7,146.9,42.6,47,0.5,0.322,False
W00080,2026-03-07,15.7,7,133.1,37.4,32,0.2,0.741,True
W00080,2026-03-08,3.2,9,55.2,24.8,101,0.8,0.421,False
W00080,2026-03-09,12.9,2,55.8,24.5,60,4.0,0.475,False
W00080,2026-03-10,3.5,3,64.6,42.7,1,0.7,0.217,False
W00080,2026-03-11,3.9,10,56.1,39.4,102,0.8,0.479,False
W00080,2026-03-12,8.4,1,47.4,40.3,78,0.1,0.298,False
W00080,2026-03-13,13.6,5,42.1,37.9,33,2.0,0.604,False
W00080,2026-03-14,6.5,9,176.9,15.7,46,0.9,0.525,False
W00080,2026-03-16,14.6,7,10.1,12.1,92,2.7,0.706,True
W00080,2026-03-18,4.4,8,120.6,35.4,10,0.6,0.423,False
W00080,2026-03-20,13.8,2,187.0,13.5,119,2.3,0.503,False
W00080,2026-03-22,4.6,5,45.3,30.1,66,1.6,0.322,False
W00080,2026-03-23,3.3,12,41.9,23.9,109,0.7,0.532,False
W00080,2026-03-25,15.6,7,187.2,29.1,65,2.3,0.738,True
W00080,2026-03-27,9.0,13,33.3,14.9,107,0.9,0.746,True
W00080,2026-03-29,3.8,13,163.7,37.8,50,0.4,0.583,False
W00080,2026-03-30,11.2,2,140.6,15.4,67,3.1,0.421,False
W00080,2026-03-31,15.0,8,44.9,39.7,97,4.8,0.754,True
W00081,2026-01-01,12.9,1,37.1,24.3,13,3.3,0.439,False
W00081,2026-01-02,2.5,12,127.4,29.5,5,0.4,0.507,False
W00081,2026-01-03,13.3,3,133.3,37.1,0,4.0,0.523,False
W00081,2026-01-04,5.2,9,125.5,42.0,68,0.4,0.484,False
W00081,2026-01-05,2.8,2,176.5,42.5,89,0.1,0.159,False
W00081,2026-01-10,6.5,13,141.1,19.2,9,1.8,0.667,True
W00081,2026-01-11,10.7,13,196.5,34.7,50,0.4,0.799,True
W00081,2026-01-16,2.7,1,10.7,12.2,41,0.7,0.12,False
W00081,2026-01-17,5.0,2,124.7,10.6,58,1.1,0.228,False
W00081,2026-01-18,5.7,12,39.3,48.9,90,1.3,0.607,False
W00081,2026-01-19,5.7,3,194.5,19.2,112,1.9,0.285,False
W00081,2026-01-20,14.8,6,25.5,10.1,119,4.1,0.677,True
W00081,2026-01-22,11.4,14,198.8,29.1,114,1.3,0.856,True
W00081,2026-01-23,6.8,10,187.9,35.6,115,1.9,0.57,False
W00081,2026-01-24,8.6,7,99.7,24.1,115,2.6,0.519,False
W00081,2026-01-25,8.9,8,146.7,45.9,64,2.4,0.564,False
W00081,2026-01-26,14.2,12,13.7,44.4,30,1.1,0.872,True
W00081,2026-01-29,4.0,11,82.9,47.7,38,0.8,0.518,False
W00081,2026-01-30,4.5,11,85.6,29.0,36,1.6,0.533,False
W00081,2026-01-31,12.7,3,182.0,43.0,94,2.0,0.504,False
W00081,2026-02-01,12.5,12,58.2,20.2,72,2.6,0.819,True
W00081,2026-02-02,12.2,12,62.0,21.1,29,0.9,0.81,True
W00081,2026-02-07,9.2,6,32.4,30.4,74,3.6,0.502,False
W00081,2026-02-09,13.1,5,59.4,48.1,76,0.0,0.588,False
W00081,2026-02-10,3.3,3,164.5,17.2,1,0.3,0.21,False
W00081,2026-02-12,12.1,4,21.5,37.8,86,0.9,0.521,False
W00081,2026-02-14,8.6,7,77.5,48.6,100,0.6,0.519,False
W00081,2026-02-15,7.5,10,127.5,27.5,3,0.8,0.592,False
W00081,2026-02-16,11.9,2,181.0,14.1,119,2.3,0.443,False
W00081,2026-02-17,4.5,4,91.3,44.1,52,1.1,0.283,False
W00081,2026-02-18,3.3,2,99.4,46.4,80,0.9,0.175,False
W00081,2026-02-20,9.9,2,44.8,35.3,81,0.7,0.381,False
W00081,2026-02-21,9.8,8,41.7,19.5,66,0.2,0.592,False
W00081,2026-02-22,11.0,5,199.6,24.2,95,4.1,0.522,False
W00081,2026-02-23,13.4,7,54.4,41.2,35,2.6,0.669,True
W00081,2026-02-24,11.9,2,179.3,40.6,58,1.3,0.443,False
W00081,2026-02-27,6.7,11,197.8,43.3,92,1.0,0.602,False
W00081,2026-02-28,8.9,14,112.2,34.8,59,2.5,0.778,True
W00081,2026-03-01,9.6,4,170.0,35.6,72,2.2,0.443,False
W00081,2026-03-03,4.9,12,71.3,24.2,57,1.0,0.582,False
W00081,2026-03-04,11.4,12,123.6,16.3,27,4.3,0.785,True
W00081,2026-03-05,15.8,1,114.5,38.4,34,5.9,0.529,False
W00081,2026-03-07,2.9,10,63.8,15.7,88,0.8,0.448,False
W00081,2026-03-08,7.7,8,76.0,21.0,79,1.8,0.526,False
W00081,2026-03-09,15.8,14,15.4,13.9,7,1.1,0.994,True
W00081,2026-03-11,12.4,11,117.0,30.7,77,3.3,0.78,True
W00081,2026-03-12,2.6,10,35.9,26.5,35,0.0,0.438,False
W00081,2026-03-14,15.7,7,65.9,38.4,16,4.9,0.741,True
W00081,2026-03-15,15.5,7,119.4,31.6,6,6.0,0.734,True
W00081,2026-03-16,4.3,8,194.7,46.7,75,0.7,0.42,False
W00081,2026-03-19,7.0,10,34.5,12.9,116,2.8,0.576,False
W00081,2026-03-20,9.9,1,191.6,48.5,23,0.5,0.345,False
W00081,2026-03-21,12.9,7,174.9,23.8,39,5.1,0.653,True
W00081,2026-03-22,6.4,1,62.9,30.2,69,2.2,0.236,False
W00081,2026-03-23,13.9,7,24.9,26.0,45,4.0,0.684,True
W00081,2026-03-24,7.1,13,111.4,41.1,76,0.2,0.686,True
W00081,2026-03-25,2.4,4,141.7,13.8,83,0.6,0.218,False
W00081,2026-03-26,11.9,13,198.1,42.4,22,1.0,0.836,True
W00081,2026-03-28,5.1,13,171.6,39.3,5,0.3,0.624,False
W00081,2026-03-29,11.0,13,156.1,14.6,98,0.1,0.808,True
W00082,2026-01-01,7.5,2,132.6,38.4,71,2.4,0.306,False
W00082,2026-01-02,6.2,13,26.2,32.6,4,2.0,0.658,True
W00082,2026-01-03,10.2,7,46.6,19.9,88,1.8,0.569,False
W00082,2026-01-07,9.2,4,104.7,42.8,41,3.6,0.43,False
W00082,2026-01-09,5.9,13,150.4,43.1,56,1.1,0.649,False
W00082,2026-01-10,3.2,3,174.2,24.4,84,1.3,0.207,False
W00082,2026-01-11,3.1,1,145.1,40.5,111,0.5,0.133,False
W00082,2026-01-12,4.0,14,139.3,43.6,42,1.6,0.625,False
