worker_id,date,platform,amount,trips_completed,hours_worked,source
W00125,2026-01-29,dunzo,518.01,11,5.2,screenshot_ocr
W00125,2026-01-31,uber,166.32,15,9.4,screenshot_ocr
W00125,2026-01-31,ola,72.5,9,8.6,screenshot_ocr
W00125,2026-01-31,rapido,93.4,2,4.9,screenshot_ocr
W00125,2026-01-31,dunzo,69.91,7,10.4,screenshot_ocr
W00125,2026-02-01,uber,165.1,9,13.5,screenshot_ocr
W00125,2026-02-01,rapido,375.32,14,12.4,sms_parse
W00125,2026-02-02,ola,2367.34,11,7.6,sms_parse
W00125,2026-02-05,uber,453.66,8,9.3,sms_parse
W00125,2026-02-05,dunzo,610.7,3,12.2,screenshot_ocr
W00125,2026-02-07,dunzo,1062.45,4,12.7,manual_entry
W00125,2026-02-07,uber,1070.54,2,10.2,screenshot_ocr
W00125,2026-02-08,ola,287.97,7,8.3,manual_entry
W00125,2026-02-08,dunzo,273.6,3,6.7,screenshot_ocr
W00125,2026-02-08,uber,231.46,5,5.3,manual_entry
W00125,2026-02-08,rapido,201.71,11,5.9,manual_entry
W00125,2026-02-09,ola,242.74,9,6.1,sms_parse
W00125,2026-02-09,rapido,213.5,15,9.7,sms_parse
W00125,2026-02-09,uber,113.97,15,3.8,screenshot_ocr
W00125,2026-02-09,dunzo,233.9,1,10.9,manual_entry
W00125,2026-02-10,uber,694.54,2,11.4,sms_parse
W00125,2026-02-10,rapido,543.32,2,6.5,screenshot_ocr
W00125,2026-02-11,rapido,626.8,1,2.8,manual_entry
W00125,2026-02-11,uber,885.58,7,11.4,sms_parse
W00125,2026-02-13,ola,568.99,15,4.8,manual_entry
W00125,2026-02-13,uber,560.62,9,5.4,screenshot_ocr
W00125,2026-02-14,uber,121.19,8,8.8,manual_entry
W00125,2026-02-14,ola,237.55,11,11.6,screenshot_ocr
W00125,2026-02-14,dunzo,173.49,13,12.9,sms_parse
W00125,2026-02-15,uber,1900.02,7,13.9,manual_entry
W00125,2026-02-16,ola,445.54,14,11.2,manual_entry
W00125,2026-02-16,rapido,504.83,3,3.2,manual_entry
W00125,2026-02-16,uber,557.52,5,13.7,screenshot_ocr
W00125,2026-02-17,ola,223.37,3,9.7,sms_parse
W00125,2026-02-17,uber,269.55,15,5.7,screenshot_ocr
W00125,2026-02-17,rapido,230.72,2,13.0,sms_parse
W00125,2026-02-18,dunzo,415.98,15,2.0,screenshot_ocr
W00125,2026-02-18,ola,212.32,13,3.9,manual_entry
W00125,2026-02-18,rapido,369.26,1,10.1,manual_entry
W00125,2026-02-18,uber,227.49,2,2.3,screenshot_ocr
W00125,2026-02-21,ola,850.93,11,2.3,sms_parse
W00125,2026-02-22,ola,292.16,10,7.2,sms_parse
W00125,2026-02-22,uber,371.88,13,5.8,screenshot_ocr
W00125,2026-02-22,rapido,331.1,2,13.7,manual_entry
W00125,2026-02-25,uber,440.6,2,10.9,sms_parse
W00125,2026-02-25,dunzo,473.05,13,13.4,screenshot_ocr
W00125,2026-02-26,ola,422.15,10,10.8,manual_entry
W00125,2026-02-26,uber,282.78,9,5.4,sms_parse
W00125,2026-02-27,ola,330.93,10,9.9,sms_parse
W00125,2026-02-27,uber,137.98,15,8.3,screenshot_ocr
W00125,2026-02-27,rapido,143.44,10,10.2,screenshot_ocr
W00125,2026-02-27,dunzo,358.95,7,7.7,manual_entry
W00125,2026-02-28,uber,673.34,4,4.2,manual_entry
W00125,2026-02-28,ola,259.6,4,8.0,sms_parse
W00125,2026-02-28,rapido,555.48,5,7.0,screenshot_ocr
W00125,2026-02-28,dunzo,310.83,1,5.3,manual_entry
W00125,2026-03-01,uber,235.91,13,8.5,manual_entry
W00125,2026-03-01,rapido,246.34,9,7.6,sms_parse
W00125,2026-03-01,ola,201.07,15,7.6,screenshot_ocr
W00125,2026-03-01,dunzo,202.61,1,5.9,manual_entry
W00125,2026-03-03,rapido,196.79,9,13.1,sms_parse
W00125,2026-03-03,ola,359.69,3,9.5,sms_parse
W00125,2026-03-03,uber,351.43,14,3.0,manual_entry
W00125,2026-03-04,ola,1640.52,11,6.0,manual_entry
W00125,2026-03-07,ola,628.36,5,9.2,sms_parse
W00125,2026-03-07,dunzo,699.13,7,11.7,manual_entry
W00125,2026-03-08,rapido,1530.55,8,4.8,manual_entry
W00125,2026-03-10,uber,154.09,1,3.0,manual_entry
W00125,2026-03-10,dunzo,253.63,11,9.7,screenshot_ocr
W00125,2026-03-10,ola,229.95,9,4.4,screenshot_ocr
W00125,2026-03-10,rapido,209.65,3,2.5,manual_entry
W00125,2026-03-12,uber,753.51,12,11.4,manual_entry
W00125,2026-03-12,ola,769.76,8,11.1,manual_entry
W00125,2026-03-13,uber,555.86,14,9.5,manual_entry
W00125,2026-03-13,dunzo,225.45,4,7.9,sms_parse
W00125,2026-03-15,rapido,403.19,1,12.3,sms_parse
W00125,2026-03-15,uber,229.73,6,3.8,screenshot_ocr
W00125,2026-03-15,dunzo,466.13,1,3.7,screenshot_ocr
W00125,2026-03-15,ola,482.9,11,2.5,screenshot_ocr
W00125,2026-03-16,dunzo,121.41,9,10.5,sms_parse
W00125,2026-03-16,uber,152.7,2,10.1,manual_entry
W00125,2026-03-16,rapido,120.98,5,3.6,manual_entry
W00125,2026-03-16,ola,126.97,11,9.3,screenshot_ocr
W00125,2026-03-17,uber,752.27,13,7.0,screenshot_ocr
W00125,2026-03-19,dunzo,347.55,11,9.3,manual_entry
W00125,2026-03-19,rapido,507.69,3,10.2,sms_parse
W00125,2026-03-19,uber,484.96,9,7.2,screenshot_ocr
W00125,2026-03-19,ola,214.58,4,7.5,screenshot_ocr
W00125,2026-03-20,rapido,1765.77,7,10.5,manual_entry
W00125,2026-03-22,rapido,193.07,1,7.9,manual_entry
W00125,2026-03-22,dunzo,255.02,8,3.3,sms_parse
W00125,2026-03-22,uber,286.07,11,11.1,sms_parse
W00125,2026-03-22,ola,328.99,11,7.9,sms_parse
W00125,2026-03-23,uber,511.24,5,2.2,manual_entry
W00125,2026-03-23,rapido,714.61,9,2.4,sms_parse
W00125,2026-03-24,dunzo,106.34,13,11.5,manual_entry
W00125,2026-03-24,uber,219.36,10,3.6,screenshot_ocr
W00125,2026-03-24,ola,178.82,15,6.1,sms_parse
W00125,2026-03-24,rapido,272.19,15,9.1,screenshot_ocr
W00125,2026-03-25,rapido,557.38,12,9.6,sms_parse
W00125,2026-03-25,ola,366.18,2,10.6,screenshot_ocr
W00125,2026-03-25,dunzo,596.99,5,13.7,manual_entry
W00125,2026-03-26,uber,164.73,6,10.1,sms_parse
W00125,2026-03-26,ola,170.93,15,8.0,manual_entry
W00125,2026-03-26,rapido,159.77,12,2.4,screenshot_ocr
W00125,2026-03-27,rapido,316.22,12,13.0,sms_parse
W00125,2026-03-27,dunzo,495.16,3,6.6,screenshot_ocr
W00125,2026-03-27,uber,265.24,2,13.1,screenshot_ocr
W00125,2026-03-27,ola,465.32,13,3.1,manual_entry
W00125,2026-03-28,rapido,676.46,2,6.3,manual_entry
W00125,2026-03-28,uber,1042.66,15,2.8,manual_entry
W00125,2026-03-29,uber,371.52,11,2.6,screenshot_ocr
W00125,2026-03-29,dunzo,254.46,14,12.4,screenshot_ocr
W00125,2026-03-30,rapido,325.71,12,7.1,sms_parse
W00125,2026-03-30,uber,240.82,9,12.2,manual_entry
W00125,2026-03-30,dunzo,268.15,11,7.2,sms_parse
W00126,2026-01-01,zepto,2243.8,3,12.1,manual_entry
W00126,2026-01-02,blinkit,1563.64,2,5.2,sms_parse
W00126,2026-01-03,zepto,480.4,5,2.7,sms_parse
W00126,2026-01-03,blinkit,951.78,12,2.5,sms_parse
W00126,2026-01-06,zepto,611.93,15,13.7,manual_entry
W00126,2026-01-06,blinkit,404.42,10,2.1,sms_parse
W00126,2026-01-07,blinkit,334.55,1,13.2,sms_parse
W00126,2026-01-07,zepto,334.68,8,8.7,sms_parse
W00126,2026-01-08,zepto,213.79,14,6.3,manual_entry
W00126,2026-01-08,blinkit,195.33,6,6.6,manual_entry
W00126,2026-01-10,blinkit,916.5,4,11.5,sms_parse
W00126,2026-01-10,zepto,690.73,9,9.8,sms_parse
W00126,2026-01-12,zepto,1398.26,5,12.5,screenshot_ocr
W00126,2026-01-13,blinkit,1268.87,12,7.7,screenshot_ocr
W00126,2026-01-14,zepto,2149.41,8,3.5,sms_parse
W00126,2026-01-15,zepto,572.47,5,5.7,screenshot_ocr
W00126,2026-01-16,blinkit,302.34,13,8.7,screenshot_ocr
W00126,2026-01-16,zepto,445.95,5,7.1,sms_parse
W00126,2026-01-17,blinkit,1107.46,8,9.0,sms_parse
W00126,2026-01-17,zepto,540.34,12,2.7,manual_entry
W00126,2026-01-18,blinkit,478.84,14,10.1,screenshot_ocr
W00126,2026-01-18,zepto,907.72,14,5.8,sms_parse
W00126,2026-01-19,zepto,1136.84,10,3.0,screenshot_ocr
W00126,2026-01-20,blinkit,517.81,8,3.0,manual_entry
W00126,2026-01-20,zepto,948.79,8,6.4,screenshot_ocr
W00126,2026-01-21,zepto,1174.83,14,12.9,screenshot_ocr
W00126,2026-01-22,blinkit,426.99,13,4.5,sms_parse
W00126,2026-01-22,zepto,644.7,14,10.4,manual_entry
W00126,2026-01-23,blinkit,1422.73,5,13.9,screenshot_ocr
W00126,2026-01-25,blinkit,2043.87,3,8.8,manual_entry
W00126,2026-01-26,blinkit,1329.47,1,12.0,sms_parse
W00126,2026-01-27,zepto,1901.61,15,11.2,screenshot_ocr
W00126,2026-01-28,zepto,862.63,3,7.6,manual_entry
W00126,2026-01-28,blinkit,736.28,2,6.4,manual_entry
W00126,2026-01-29,blinkit,970.34,3,11.4,manual_entry
W00126,2026-01-30,blinkit,483.63,6,2.4,manual_entry
W00126,2026-01-31,zepto,1187.71,6,12.3,screenshot_ocr
W00126,2026-01-31,blinkit,637.94,12,2.1,sms_parse
W00126,2026-02-01,zepto,690.28,7,6.1,manual_entry
W00126,2026-02-01,blinkit,1200.52,8,12.7,sms_parse
W00126,2026-02-02,zepto,922.45,14,13.8,screenshot_ocr
W00126,2026-02-03,zepto,783.78,3,2.4,manual_entry
W00126,2026-02-03,blinkit,627.71,13,13.1,sms_parse
W00126,2026-02-04,blinkit,268.97,11,12.0,sms_parse
W00126,2026-02-04,zepto,299.03,7,3.1,sms_parse
W00126,2026-02-05,blinkit,1064.97,11,10.8,screenshot_ocr
W00126,2026-02-06,blinkit,1189.06,6,13.8,manual_entry
W00126,2026-02-08,blinkit,1243.36,1,6.8,screenshot_ocr
W00126,2026-02-10,zepto,948.79,5,4.4,manual_entry
W00126,2026-02-10,blinkit,659.76,10,4.1,sms_parse
W00126,2026-02-11,blinkit,2041.29,14,4.4,manual_entry
W00126,2026-02-12,blinkit,602.38,1,4.6,screenshot_ocr
W00126,2026-02-12,zepto,955.53,3,3.3,manual_entry
W00126,2026-02-14,zepto,1267.97,5,14.0,sms_parse
W00126,2026-02-15,zepto,209.0,15,8.6,manual_entry
W00126,2026-02-15,blinkit,287.72,2,8.8,sms_parse
W00126,2026-02-16,blinkit,654.03,7,12.6,sms_parse
W00126,2026-02-16,zepto,517.09,10,3.7,sms_parse
W00126,2026-02-17,blinkit,779.68,11,6.9,manual_entry
W00126,2026-02-17,zepto,876.25,13,7.6,sms_parse
W00126,2026-02-18,blinkit,563.13,4,10.7,screenshot_ocr
W00126,2026-02-18,zepto,1010.39,12,8.3,screenshot_ocr
W00126,2026-02-19,blinkit,1158.3,3,13.4,manual_entry
W00126,2026-02-20,blinkit,158.52,9,7.8,screenshot_ocr
W00126,2026-02-20,zepto,256.88,7,11.7,sms_parse
W00126,2026-02-21,blinkit,1182.09,9,13.4,manual_entry
W00126,2026-02-22,zepto,271.83,8,9.6,screenshot_ocr
W00126,2026-02-23,zepto,789.77,11,12.9,screenshot_ocr
W00126,2026-02-24,blinkit,498.78,10,11.0,sms_parse
W00126,2026-02-26,zepto,2113.52,3,9.4,sms_parse
W00126,2026-02-27,blinkit,786.76,6,10.1,manual_entry
W00126,2026-02-27,zepto,904.4,8,6.3,sms_parse
W00126,2026-02-28,blinkit,1738.59,9,4.4,screenshot_ocr
W00126,2026-03-01,zepto,432.23,11,11.5,screenshot_ocr
W00126,2026-03-01,blinkit,351.28,13,10.5,sms_parse
W00126,2026-03-02,zepto,387.77,12,6.6,sms_parse
W00126,2026-03-03,blinkit,234.13,9,5.5,manual_entry
W00126,2026-03-03,zepto,268.71,9,13.4,sms_parse
W00126,2026-03-04,blinkit,891.49,14,7.7,manual_entry
W00126,2026-03-05,blinkit,569.53,8,5.8,sms_parse
W00126,2026-03-06,blinkit,2701.94,3,10.8,screenshot_ocr
W00126,2026-03-07,blinkit,631.72,13,8.5,sms_parse
W00126,2026-03-07,zepto,470.18,10,4.2,sms_parse
W00126,2026-03-08,blinkit,169.21,4,8.5,sms_parse
W00126,2026-03-08,zepto,179.01,12,12.5,screenshot_ocr
W00126,2026-03-09,zepto,725.13,8,11.9,sms_parse
W00126,2026-03-10,zepto,949.92,7,5.0,sms_parse
W00126,2026-03-12,blinkit,684.57,15,10.8,screenshot_ocr
W00126,2026-03-12,zepto,813.0,13,7.0,manual_entry
W00126,2026-03-13,zepto,133.14,4,12.6,screenshot_ocr
W00126,2026-03-13,blinkit,351.57,9,10.0,manual_entry
W00126,2026-03-16,zepto,1435.11,13,7.9,sms_parse
W00126,2026-03-17,blinkit,1209.92,7,11.2,manual_entry
W00126,2026-03-18,zepto,1074.81,14,11.4,screenshot_ocr
W00126,2026-03-19,blinkit,1016.03,13,6.4,sms_parse
W00126,2026-03-19,zepto,923.3,1,8.3,manual_entry
W00126,2026-03-20,zepto,795.24,15,12.4,screenshot_ocr
W00126,2026-03-20,blinkit,776.94,6,6.9,manual_entry
W00126,2026-03-21,blinkit,431.35,15,4.1,sms_parse
W00126,2026-03-22,zepto,646.79,4,6.0,manual_entry
W00126,2026-03-23,zepto,793.68,4,10.8,sms_parse
W00126,2026-03-23,blinkit,717.95,1,9.6,screenshot_ocr
W00126,2026-03-24,zepto,499.42,3,11.6,manual_entry
W00126,2026-03-24,blinkit,352.7,10,10.0,manual_entry
W00126,2026-03-25,blinkit,517.58,5,7.9,manual_entry
W00126,2026-03-26,blinkit,515.36,3,12.6,manual_entry
W00126,2026-03-28,blinkit,290.64,9,4.4,sms_parse
W00126,2026-03-28,zepto,196.45,1,8.3,manual_entry
W00126,2026-03-29,zepto,701.24,1,5.7,sms_parse
W00126,2026-03-30,blinkit,356.38,4,2.2,manual_entry
W00126,2026-03-31,blinkit,2174.97,13,13.2,manual_entry
W00127,2026-01-02,zepto,35.99,14,9.9,screenshot_ocr
W00127,2026-01-02,uber,28.44,7,9.8,sms_parse
W00127,2026-01-02,rapido,20.85,7,13.9,sms_parse
W00127,2026-01-02,dunzo,28.2,1,13.7,manual_entry
W00127,2026-01-03,zepto,301.66,9,6.7,screenshot_ocr
W00127,2026-01-04,rapido,127.19,15,3.1,sms_parse
W00127,2026-01-04,zepto,80.01,14,5.2,manual_entry
W00127,2026-01-04,dunzo,101.78,10,3.0,manual_entry
W00127,2026-01-04,uber,129.22,8,2.2,manual_entry
W00127,2026-01-05,rapido,171.07,6,9.2,sms_parse
W00127,2026-01-05,dunzo,167.43,15,5.1,screenshot_ocr
W00127,2026-01-05,zepto,102.17,1,7.3,screenshot_ocr
W00127,2026-01-06,dunzo,97.91,10,2.9,sms_parse
W00127,2026-01-06,rapido,58.75,1,12.2,manual_entry
W00127,2026-01-07,rapido,93.66,7,9.5,sms_parse
W00127,2026-01-07,zepto,88.02,15,4.1,sms_parse
W00127,2026-01-09,uber,91.43,13,6.4,screenshot_ocr
W00127,2026-01-09,dunzo,76.97,4,4.5,screenshot_ocr
W00127,2026-01-09,zepto,95.18,9,7.4,screenshot_ocr
W00127,2026-01-09,rapido,107.66,1,12.4,sms_parse
W00127,2026-01-10,uber,194.8,1,6.1,screenshot_ocr
W00127,2026-01-10,dunzo,185.0,8,9.1,screenshot_ocr
W00127,2026-01-11,rapido,114.29,10,12.8,sms_parse
W00127,2026-01-11,zepto,155.6,4,7.0,manual_entry
W00127,2026-01-12,uber,16.1,2,13.0,screenshot_ocr
W00127,2026-01-12,dunzo,33.1,13,8.3,sms_parse
W00127,2026-01-12,zepto,16.81,4,4.3,sms_parse
W00127,2026-01-12,rapido,37.39,8,3.8,sms_parse
W00127,2026-01-13,uber,90.07,14,13.8,manual_entry
W00127,2026-01-13,rapido,52.63,14,5.3,sms_parse
W00127,2026-01-13,dunzo,50.31,13,12.4,sms_parse
W00127,2026-01-13,zepto,61.92,10,5.5,sms_parse
W00127,2026-01-14,dunzo,69.82,9,7.4,sms_parse
W00127,2026-01-14,uber,144.41,14,6.1,screenshot_ocr
W00127,2026-01-14,rapido,114.58,14,10.5,sms_parse
W00127,2026-01-14,zepto,129.41,6,5.9,manual_entry
W00127,2026-01-15,rapido,475.97,2,9.9,manual_entry
W00127,2026-01-16,dunzo,111.17,3,12.7,screenshot_ocr
W00127,2026-01-16,rapido,58.29,10,11.0,screenshot_ocr
W00127,2026-01-16,zepto,86.08,9,4.6,sms_parse
W00127,2026-01-17,uber,150.04,6,4.5,screenshot_ocr
W00127,2026-01-17,dunzo,105.4,15,9.4,manual_entry
W00127,2026-01-17,zepto,91.72,11,7.6,manual_entry
W00127,2026-01-17,rapido,113.37,14,2.7,sms_parse
W00127,2026-01-18,dunzo,75.93,3,9.9,sms_parse
W00127,2026-01-18,zepto,65.87,9,6.6,screenshot_ocr
W00127,2026-01-18,rapido,119.86,8,11.1,screenshot_ocr
W00127,2026-01-19,dunzo,84.53,10,3.5,sms_parse
W00127,2026-01-19,zepto,58.53,5,13.0,manual_entry
W00127,2026-01-19,uber,152.2,15,3.2,screenshot_ocr
W00127,2026-01-19,rapido,130.8,10,4.2,screenshot_ocr
W00127,2026-01-20,dunzo,84.87,10,5.0,manual_entry
W00127,2026-01-20,zepto,169.84,3,5.7,manual_entry
W00127,2026-01-20,uber,79.53,3,12.7,sms_parse
W00127,2026-01-20,rapido,120.95,5,9.3,sms_parse
W00127,2026-01-21,rapido,69.64,11,4.6,manual_entry
W00127,2026-01-21,dunzo,71.79,5,8.1,screenshot_ocr
W00127,2026-01-21,zepto,81.68,2,10.7,sms_parse
W00127,2026-01-21,uber,131.29,12,12.3,screenshot_ocr
W00127,2026-01-22,zepto,50.25,12,12.3,screenshot_ocr
W00127,2026-01-22,uber,55.28,12,9.9,manual_entry
W00127,2026-01-22,rapido,64.77,5,7.9,manual_entry
W00127,2026-01-23,zepto,99.85,15,8.0,manual_entry
W00127,2026-01-23,dunzo,147.68,15,2.2,sms_parse
W00127,2026-01-25,zepto,72.14,8,7.3,sms_parse
W00127,2026-01-25,dunzo,118.36,1,7.6,sms_parse
W00127,2026-01-25,uber,78.23,4,7.5,sms_parse
W00127,2026-01-26,dunzo,44.92,7,3.8,screenshot_ocr
W00127,2026-01-26,uber,29.85,1,4.6,screenshot_ocr
W00127,2026-01-26,zepto,30.27,6,6.5,screenshot_ocr
W00127,2026-01-26,rapido,33.79,10,8.6,sms_parse
W00127,2026-01-27,dunzo,37.38,5,10.6,screenshot_ocr
W00127,2026-01-27,rapido,49.28,8,4.2,manual_entry
W00127,2026-01-27,zepto,30.83,9,10.5,screenshot_ocr
W00127,2026-01-27,uber,29.26,7,12.1,manual_entry
W00127,2026-01-28,dunzo,231.84,9,8.5,manual_entry
W00127,2026-01-28,uber,200.42,1,9.2,screenshot_ocr
W00127,2026-01-29,uber,35.79,15,6.2,manual_entry
W00127,2026-01-29,dunzo,47.55,1,9.2,sms_parse
W00127,2026-01-29,rapido,21.11,13,8.9,screenshot_ocr
W00127,2026-01-29,zepto,42.64,14,3.6,manual_entry
W00127,2026-01-30,uber,52.37,8,9.3,sms_parse
W00127,2026-01-30,dunzo,36.95,13,4.4,manual_entry
W00127,2026-01-30,rapido,32.12,14,12.4,screenshot_ocr
W00127,2026-01-31,zepto,330.84,9,13.3,sms_parse
W00127,2026-02-01,zepto,68.7,9,2.4,sms_parse
W00127,2026-02-01,uber,44.14,3,4.5,manual_entry
W00127,2026-02-01,rapido,41.56,15,4.0,screenshot_ocr
W00127,2026-02-02,dunzo,117.11,1,6.4,manual_entry
W00127,2026-02-03,rapido,365.17,2,8.5,screenshot_ocr
W00127,2026-02-04,dunzo,84.43,12,8.4,screenshot_ocr
W00127,2026-02-04,zepto,62.57,10,5.5,manual_entry
W00127,2026-02-04,rapido,112.01,3,13.7,screenshot_ocr
W00127,2026-02-04,uber,98.63,8,3.7,screenshot_ocr
W00127,2026-02-05,zepto,394.13,14,2.5,sms_parse
W00127,2026-02-07,uber,62.76,2,8.7,sms_parse
W00127,2026-02-07,zepto,36.7,10,3.6,screenshot_ocr
W00127,2026-02-07,dunzo,48.55,12,3.0,manual_entry
W00127,2026-02-07,rapido,54.01,2,8.4,manual_entry
W00127,2026-02-08,rapido,43.11,13,2.9,screenshot_ocr
W00127,2026-02-08,dunzo,46.51,2,11.5,sms_parse
W00127,2026-02-08,uber,52.66,9,2.0,sms_parse
W00127,2026-02-08,zepto,20.89,15,9.0,sms_parse
W00127,2026-02-09,rapido,86.51,9,4.9,screenshot_ocr
W00127,2026-02-09,dunzo,72.63,9,6.1,manual_entry
W00127,2026-02-09,uber,159.72,7,5.1,manual_entry
W00127,2026-02-10,dunzo,408.65,2,3.9,manual_entry
W00127,2026-02-11,zepto,74.59,15,12.8,sms_parse
W00127,2026-02-11,dunzo,103.93,2,13.4,screenshot_ocr
W00127,2026-02-12,rapido,383.66,12,4.7,sms_parse
W00127,2026-02-13,dunzo,154.41,10,6.7,sms_parse
W00127,2026-02-13,zepto,143.02,3,9.3,screenshot_ocr
W00127,2026-02-15,zepto,140.05,7,10.6,sms_parse
W00127,2026-02-15,uber,91.36,12,2.0,sms_parse
W00127,2026-02-15,rapido,91.82,7,8.3,screenshot_ocr
W00127,2026-02-15,dunzo,116.39,6,2.9,manual_entry
W00127,2026-02-16,zepto,24.88,4,9.3,screenshot_ocr
W00127,2026-02-16,dunzo,63.86,11,5.7,manual_entry
W00127,2026-02-16,uber,55.48,4,10.8,screenshot_ocr
W00127,2026-02-17,dunzo,513.02,11,5.2,manual_entry
W00127,2026-02-18,dunzo,139.19,2,7.8,manual_entry
W00127,2026-02-20,uber,39.29,13,3.9,manual_entry
W00127,2026-02-20,dunzo,43.63,15,6.0,manual_entry
W00127,2026-02-20,rapido,39.34,10,5.8,sms_parse
W00127,2026-02-21,uber,160.17,2,3.1,sms_parse
W00127,2026-02-21,dunzo,194.27,5,10.4,screenshot_ocr
W00127,2026-02-21,rapido,176.98,13,6.0,screenshot_ocr
W00127,2026-02-22,uber,239.78,10,2.7,manual_entry
W00127,2026-02-23,rapido,53.52,1,8.3,manual_entry
W00127,2026-02-23,zepto,82.82,8,4.9,sms_parse
W00127,2026-02-23,dunzo,72.03,11,4.6,sms_parse
W00127,2026-02-24,rapido,56.45,7,12.3,manual_entry
W00127,2026-02-24,zepto,70.27,5,8.8,screenshot_ocr
W00127,2026-02-25,zepto,60.59,1,10.5,sms_parse
W00127,2026-02-25,rapido,61.68,9,2.0,sms_parse
W00127,2026-02-25,uber,76.81,15,11.4,screenshot_ocr
W00127,2026-02-25,dunzo,56.14,10,7.6,screenshot_ocr
W00127,2026-02-26,rapido,107.88,11,2.0,sms_parse
W00127,2026-02-26,dunzo,130.09,15,4.2,sms_parse
W00127,2026-02-27,uber,124.94,3,12.4,sms_parse
W00127,2026-02-27,zepto,117.9,7,6.0,screenshot_ocr
W00127,2026-02-28,dunzo,183.41,3,13.2,screenshot_ocr
W00127,2026-03-01,dunzo,59.13,13,9.5,screenshot_ocr
W00127,2026-03-01,uber,34.6,12,9.9,manual_entry
W00127,2026-03-01,rapido,33.24,7,6.5,manual_entry
W00127,2026-03-01,zepto,38.84,2,6.2,screenshot_ocr
W00127,2026-03-02,uber,254.89,9,2.8,screenshot_ocr
W00127,2026-03-02,rapido,159.74,8,7.7,screenshot_ocr
W00127,2026-03-03,dunzo,115.49,3,7.6,screenshot_ocr
W00127,2026-03-03,zepto,138.56,11,9.7,sms_parse
W00127,2026-03-04,rapido,95.74,14,11.9,sms_parse
W00127,2026-03-04,uber,96.96,13,6.8,manual_entry
W00127,2026-03-04,dunzo,109.02,9,7.3,manual_entry
W00127,2026-03-04,zepto,65.84,7,6.8,screenshot_ocr
W00127,2026-03-05,rapido,241.49,13,10.1,screenshot_ocr
W00127,2026-03-06,zepto,120.63,15,13.4,screenshot_ocr
W00127,2026-03-07,uber,125.8,12,10.4,sms_parse
W00127,2026-03-08,rapido,145.09,11,10.0,manual_entry
W00127,2026-03-08,uber,152.11,4,4.5,sms_parse
W00127,2026-03-09,uber,117.73,1,10.3,manual_entry
W00127,2026-03-09,rapido,106.54,11,7.6,sms_parse
W00127,2026-03-10,uber,75.6,15,12.0,screenshot_ocr
W00127,2026-03-10,zepto,104.46,8,2.3,manual_entry
W00127,2026-03-10,rapido,49.28,11,8.2,sms_parse
W00127,2026-03-11,dunzo,131.16,9,13.1,screenshot_ocr
W00127,2026-03-11,zepto,105.36,13,5.4,manual_entry
W00127,2026-03-11,uber,81.72,13,9.5,sms_parse
W00127,2026-03-12,zepto,151.31,4,2.3,manual_entry
W00127,2026-03-12,dunzo,78.2,13,8.8,screenshot_ocr
W00127,2026-03-12,uber,174.93,6,6.0,manual_entry
W00127,2026-03-13,rapido,25.65,9,13.0,sms_parse
W00127,2026-03-13,zepto,54.75,4,6.9,screenshot_ocr
W00127,2026-03-13,uber,33.16,15,12.8,screenshot_ocr
W00127,2026-03-13,dunzo,39.79,9,13.3,screenshot_ocr
W00127,2026-03-14,dunzo,133.32,13,8.5,manual_entry
W00127,2026-03-14,uber,155.96,12,7.2,sms_parse
W00127,2026-03-14,zepto,106.07,4,4.3,screenshot_ocr
W00127,2026-03-15,rapido,106.21,8,5.3,screenshot_ocr
W00127,2026-03-16,dunzo,328.71,13,4.6,screenshot_ocr
W00127,2026-03-16,zepto,123.8,12,8.5,sms_parse
W00127,2026-03-17,uber,220.5,15,11.5,sms_parse
W00127,2026-03-18,rapido,86.99,4,7.6,sms_parse
W00127,2026-03-18,uber,153.22,1,8.7,sms_parse
W00127,2026-03-18,dunzo,59.88,12,6.5,screenshot_ocr
W00127,2026-03-19,rapido,21.1,11,13.0,manual_entry
W00127,2026-03-19,uber,25.38,14,4.9,manual_entry
W00127,2026-03-19,zepto,14.94,14,9.8,manual_entry
W00127,2026-03-19,dunzo,42.64,5,11.7,screenshot_ocr
W00127,2026-03-20,zepto,248.18,8,3.4,manual_entry
W00127,2026-03-20,dunzo,129.84,5,4.7,screenshot_ocr
W00127,2026-03-21,zepto,162.87,3,2.9,manual_entry
W00127,2026-03-21,dunzo,136.05,5,13.0,sms_parse
W00127,2026-03-22,dunzo,228.51,4,14.0,manual_entry
W00127,2026-03-22,zepto,160.17,2,10.7,screenshot_ocr
W00127,2026-03-23,zepto,47.02,11,11.7,sms_parse
W00127,2026-03-23,uber,132.34,1,10.0,manual_entry
W00127,2026-03-23,rapido,84.61,9,12.6,manual_entry
W00127,2026-03-24,rapido,191.89,8,2.9,screenshot_ocr
W00127,2026-03-25,zepto,81.35,7,5.2,manual_entry
W00127,2026-03-25,uber,162.04,5,9.4,screenshot_ocr
W00127,2026-03-26,uber,659.87,3,8.2,manual_entry
W00127,2026-03-27,uber,276.53,10,8.5,sms_parse
W00127,2026-03-28,rapido,155.34,1,2.0,screenshot_ocr
W00127,2026-03-28,uber,187.69,14,9.4,sms_parse
W00127,2026-03-29,uber,119.73,8,3.4,screenshot_ocr
W00127,2026-03-29,rapido,68.88,3,8.2,manual_entry
W00127,2026-03-29,zepto,80.53,11,10.4,sms_parse
