worker_id,city,platforms,num_platforms,avg_rating,account_age_days,is_active
W00453,Lucknow,rapido,1,4.88,811,True
W00454,Lucknow,"zomato,dunzo,blinkit,uber",4,4.83,271,True
W00455,Ahmedabad,"zepto,ola",2,4.86,560,True
W00456,Lucknow,"ola,uber,blinkit",3,4.79,978,True
W00457,Kolkata,"swiggy,rapido",2,4.2,1101,True
W00458,Hyderabad,"blinkit,swiggy,uber",3,4.82,847,True
W00459,Jaipur,"zomato,swiggy,uber",3,4.6,512,True
W00460,Bangalore,"zomato,swiggy,rapido,zepto",4,3.79,921,True
W00461,Hyderabad,ola,1,3.31,1198,True
W00462,Mumbai,swiggy,1,4.05,976,False
W00463,Delhi,"blinkit,dunzo",2,4.04,1055,True
W00464,Pune,zepto,1,4.97,875,False
W00465,Bangalore,zomato,1,4.61,1176,True
W00466,Pune,uber,1,4.22,1343,False
W00467,Kolkata,"dunzo,zepto,uber",3,3.26,507,True
W00468,Hyderabad,"zepto,ola",2,3.81,711,True
W00469,Kolkata,"ola,blinkit",2,4.43,1459,True
W00470,Mumbai,"ola,swiggy,zomato",3,4.45,1286,True
W00471,Bangalore,swiggy,1,5.0,615,True
W00472,Hyderabad,"zomato,swiggy,ola,dunzo",4,4.37,958,True
W00473,Pune,"rapido,dunzo,ola",3,4.77,968,True
W00474,Mumbai,"blinkit,uber,swiggy,dunzo",4,3.05,1420,True
W00475,Ahmedabad,"swiggy,dunzo",2,3.34,1413,True
W00476,Delhi,"swiggy,ola,zomato,rapido",4,4.25,1067,True
W00477,Hyderabad,"uber,dunzo,swiggy",3,4.79,120,False
W00478,Ahmedabad,"dunzo,ola",2,3.15,715,True
W00479,Mumbai,"blinkit,zomato,uber,zepto",4,3.27,1318,True
W00480,Hyderabad,"zomato,ola,rapido,blinkit",4,3.46,899,True
W00481,Hyderabad,"dunzo,swiggy",2,3.01,756,True
W00482,Kolkata,"ola,blinkit,zomato",3,4.69,1109,True
W00483,Pune,"uber,swiggy,dunzo",3,4.95,502,False
W00484,Ahmedabad,"zepto,blinkit,ola,zomato",4,3.31,1475,True
W00485,Ahmedabad,dunzo,1,3.01,101,True
W00486,Ahmedabad,"swiggy,uber,zepto",3,4.77,1382,True
W00487,Ahmedabad,uber,1,4.96,638,True
W00488,Delhi,"swiggy,blinkit",2,3.49,631,True
W00489,Hyderabad,"ola,rapido",2,3.71,977,True
W00490,Chennai,"rapido,dunzo,swiggy",3,3.62,259,True
W00491,Hyderabad,"zepto,blinkit,uber,dunzo",4,3.68,1453,True
W00492,Delhi,"uber,rapido,blinkit,zepto",4,3.71,135,True
W00493,Mumbai,"blinkit,zepto",2,3.25,1384,True
W00494,Bangalore,"zomato,uber,zepto",3,3.07,1376,True
W00495,Ahmedabad,ola,1,4.76,741,True
W00496,Lucknow,"swiggy,rapido,zepto,ola",4,4.86,1210,True
W00497,Bangalore,"ola,zepto,rapido,swiggy",4,4.19,801,True
W00498,Lucknow,"zepto,ola",2,3.61,36,True
W00499,Jaipur,"blinkit,zepto",2,3.2,43,True
